timestamp,open,high,low,close,volume
2026-01-09 22:45:00,53.9,54.0,52.8,53.3,13400654.1834792
2026-01-09 23:00:00,53.2,54.1,53.0,53.5,11379155.00314298
2026-01-09 23:15:00,53.5,55.2,53.3,54.8,24066171.94824304
2026-01-09 23:30:00,54.7,54.9,53.4,53.6,12078757.76470352
2026-01-09 23:45:00,53.6,53.7,51.3,51.9,32400188.57386904
2026-01-10 00:00:00,51.9,52.8,51.7,52.2,11236897.79351749
2026-01-10 00:15:00,52.2,52.3,51.3,51.4,7856394.67913117
2026-01-10 00:30:00,51.4,51.8,50.3,51.3,16121427.45154627
2026-01-10 00:45:00,51.3,51.3,50.6,51.1,4312136.38914135
2026-01-10 01:00:00,51.0,51.8,50.7,51.4,6917385.55319585
2026-01-10 01:15:00,51.3,52.6,51.1,52.3,10473520.87960226
2026-01-10 01:30:00,52.4,52.7,51.6,51.8,9529316.46578435
2026-01-10 01:45:00,51.9,52.3,51.7,51.9,2430338.06639167
2026-01-10 02:00:00,52.0,52.3,51.8,52.1,1949206.4891314
2026-01-10 02:15:00,52.1,52.8,51.9,52.4,2987513.88252546
2026-01-10 02:30:00,52.7,52.8,52.0,52.4,2100151.03538093
2026-01-10 02:45:00,52.4,52.7,52.0,52.3,2062351.94162778
2026-01-10 03:00:00,52.4,53.0,52.4,53.0,3626710.98204553
2026-01-10 03:15:00,53.0,53.7,52.6,53.5,5596658.15542165
2026-01-10 03:30:00,53.4,53.5,52.7,52.9,2407511.85881296
2026-01-10 03:45:00,53.1,53.6,53.0,53.0,1731070.49160795
2026-01-10 04:00:00,53.1,53.4,53.0,53.3,2137743.72616104
2026-01-10 04:15:00,53.4,53.4,53.0,53.4,1080259.36334372
2026-01-10 04:30:00,53.4,53.5,53.2,53.3,872115.13626969
2026-01-10 04:45:00,53.3,53.6,53.2,53.5,1073285.30472814
2026-01-10 05:00:00,53.6,53.8,53.5,53.7,2281665.84911739
