timestamp,open,high,low,close,volume
2026-01-11 14:33:00,436.0,437.0,435.0,437.0,93034.4762797
2026-01-11 14:36:00,437.0,441.0,437.0,441.0,332820.25320503
2026-01-11 14:39:00,441.0,445.0,441.0,444.0,381174.54829291
2026-01-11 14:42:00,443.0,443.0,441.0,442.0,189639.29290815
2026-01-11 14:45:00,442.0,443.0,438.0,438.0,165043.97325975
2026-01-11 14:48:00,439.0,439.0,435.0,439.0,191142.53684511
2026-01-11 14:51:00,438.0,440.0,438.0,439.0,82068.23458237
2026-01-11 14:54:00,439.0,441.0,438.0,440.0,71457.27120861
2026-01-11 14:57:00,440.0,441.0,439.0,439.0,24413.18858111
2026-01-11 15:00:00,440.0,440.0,439.0,440.0,36991.78279708
2026-01-11 15:03:00,440.0,441.0,438.0,440.0,68194.9128729
2026-01-11 15:06:00,440.0,440.0,439.0,440.0,53287.00534328
2026-01-11 15:09:00,440.0,441.0,439.0,440.0,70135.62095397
2026-01-11 15:12:00,440.0,440.0,439.0,440.0,28476.26643997
2026-01-11 15:15:00,440.0,440.0,439.0,440.0,61970.23119103
2026-01-11 15:18:00,439.0,440.0,438.0,439.0,47944.92247625
2026-01-11 15:21:00,439.0,439.0,437.0,439.0,80048.08733116
2026-01-11 15:24:00,439.0,439.0,438.0,438.0,26977.17437727
2026-01-11 15:27:00,439.0,439.0,436.0,437.0,105811.87270936
2026-01-11 15:30:00,436.0,438.0,436.0,436.0,54726.15263538
2026-01-11 15:33:00,437.0,438.0,435.0,436.0,72192.41928721
2026-01-11 15:36:00,436.0,437.0,435.0,437.0,69149.23643073
2026-01-11 15:39:00,437.0,437.0,436.0,436.0,34302.51028115
2026-01-11 15:42:00,437.0,438.0,436.0,438.0,72066.56377466
2026-01-11 15:45:00,438.0,440.0,438.0,439.0,45075.84387319
2026-01-11 15:48:00,439.0,440.0,437.0,438.0,80877.05623476
2026-01-11 15:51:00,438.0,439.0,437.0,438.0,37504.12332073
2026-01-11 15:54:00,438.0,440.0,438.0,438.0,35370.93449429
2026-01-11 15:57:00,438.0,439.0,437.0,439.0,5544.66706735
2026-01-11 16:00:00,439.0,439.0,438.0,439.0,52273.73828061
2026-01-11 16:03:00,439.0,441.0,438.0,439.0,46291.72477945
2026-01-11 16:06:00,439.0,440.0,439.0,440.0,15572.63193516
2026-01-11 16:09:00,440.0,447.0,440.0,444.0,346293.48586705
2026-01-11 16:12:00,445.0,448.0,444.0,446.0,711556.55474437
2026-01-11 16:15:00,446.0,449.0,445.0,446.0,418458.06928654
2026-01-11 16:18:00,447.0,447.0,444.0,444.0,201641.03049684
2026-01-11 16:21:00,444.0,446.0,442.0,442.0,106669.97296713
2026-01-11 16:24:00,442.0,442.0,439.0,440.0,302753.56424638
2026-01-11 16:27:00,441.0,442.0,440.0,441.0,47567.9175655
2026-01-11 16:30:00,441.0,442.0,440.0,442.0,69595.3547606
2026-01-11 16:33:00,442.0,443.0,442.0,443.0,53180.02466231
2026-01-11 16:36:00,443.0,443.0,441.0,442.0,101221.8097111
2026-01-11 16:39:00,442.0,442.0,441.0,441.0,78081.77188215
2026-01-11 16:42:00,442.0,442.0,438.0,439.0,181476.80713427
2026-01-11 16:45:00,439.0,442.0,438.0,442.0,73320.47135228
2026-01-11 16:48:00,442.0,442.0,439.0,441.0,51496.53853381
2026-01-11 16:51:00,441.0,443.0,441.0,443.0,65585.40926424
2026-01-11 16:54:00,443.0,443.0,441.0,442.0,88655.35434481
2026-01-11 16:57:00,442.0,443.0,442.0,443.0,11222.78990131
2026-01-11 17:00:00,443.0,444.0,442.0,443.0,92611.70656591
2026-01-11 17:03:00,443.0,444.0,441.0,443.0,39931.72796085
2026-01-11 17:06:00,442.0,443.0,442.0,442.0,10668.98322637
2026-01-11 17:09:00,442.0,442.0,440.0,442.0,78379.06113634
2026-01-11 17:12:00,442.0,442.0,440.0,441.0,17473.16913179
2026-01-11 17:15:00,441.0,441.0,439.0,439.0,69141.06914815
2026-01-11 17:18:00,439.0,441.0,439.0,440.0,92308.15750599
2026-01-11 17:21:00,440.0,441.0,439.0,439.0,44871.73489549
2026-01-11 17:24:00,440.0,442.0,439.0,442.0,84407.01684449
2026-01-11 17:27:00,442.0,442.0,441.0,442.0,12570.05419798
2026-01-11 17:30:00,442.0,442.0,439.0,441.0,52505.44917758
2026-01-11 17:33:00,441.0,442.0,440.0,442.0,17894.19971919
2026-01-11 17:36:00,442.0,443.0,441.0,441.0,66972.17739202
2026-01-11 17:39:00,441.0,441.0,440.0,440.0,33495.36816547
2026-01-11 17:42:00,441.0,441.0,440.0,440.0,27128.27180513
2026-01-11 17:45:00,440.0,441.0,439.0,441.0,49164.89226816
2026-01-11 17:48:00,441.0,441.0,440.0,440.0,19236.75366096
2026-01-11 17:51:00,440.0,440.0,439.0,440.0,42582.15956084
2026-01-11 17:54:00,440.0,442.0,440.0,442.0,29815.59504769
2026-01-11 17:57:00,442.0,443.0,440.0,440.0,51452.6508938
2026-01-11 18:00:00,441.0,441.0,439.0,441.0,31971.0088658
2026-01-11 18:03:00,440.0,441.0,439.0,440.0,65669.14891427
2026-01-11 18:06:00,440.0,441.0,439.0,440.0,13121.16773903
2026-01-11 18:09:00,440.0,441.0,440.0,441.0,28538.29570596
2026-01-11 18:12:00,440.0,440.0,439.0,440.0,20638.82166679
2026-01-11 18:15:00,440.0,440.0,437.0,437.0,191596.67715503
2026-01-11 18:18:00,437.0,439.0,437.0,437.0,54717.31440934
2026-01-11 18:21:00,438.0,439.0,437.0,437.0,40313.5695951
2026-01-11 18:24:00,438.0,438.0,436.0,436.0,92892.64320795
2026-01-11 18:27:00,436.0,438.0,436.0,437.0,75308.34086177
2026-01-11 18:30:00,436.0,437.0,436.0,436.0,49013.44121227
2026-01-11 18:33:00,436.0,438.0,436.0,436.0,79494.74665255
2026-01-11 18:36:00,436.0,437.0,436.0,437.0,27948.62393261
2026-01-11 18:39:00,436.0,437.0,435.0,435.0,81538.5899574
2026-01-11 18:42:00,435.0,436.0,435.0,436.0,87291.23761594
2026-01-11 18:45:00,436.0,437.0,434.0,434.0,179400.72004506
2026-01-11 18:48:00,434.0,434.0,430.0,434.0,277298.61540003
2026-01-11 18:51:00,434.0,434.0,431.0,431.0,83889.34512208
2026-01-11 18:54:00,432.0,432.0,430.0,430.0,175428.08887828
2026-01-11 18:57:00,430.0,432.0,430.0,431.0,90941.40239055
2026-01-11 19:00:00,431.0,432.0,430.0,431.0,42353.92607585
2026-01-11 19:03:00,432.0,433.0,432.0,433.0,40636.82257125
2026-01-11 19:06:00,433.0,433.0,431.0,432.0,35240.01340008
2026-01-11 19:09:00,432.0,434.0,431.0,434.0,60740.25241905
2026-01-11 19:12:00,433.0,435.0,433.0,434.0,64259.14475396
2026-01-11 19:15:00,435.0,435.0,433.0,433.0,24519.41482398
2026-01-11 19:18:00,433.0,434.0,432.0,434.0,27342.451694
2026-01-11 19:21:00,433.0,435.0,433.0,434.0,10477.7889027
2026-01-11 19:24:00,435.0,435.0,434.0,435.0,17880.73858003
2026-01-11 19:27:00,434.0,435.0,433.0,434.0,29720.97655036
2026-01-11 19:30:00,433.0,434.0,431.0,434.0,57010.27644925
2026-01-11 19:33:00,434.0,434.0,432.0,432.0,30354.10336114
2026-01-11 19:36:00,432.0,432.0,430.0,431.0,77291.80340523
2026-01-11 19:39:00,431.0,431.0,428.0,429.0,194450.64202354
2026-01-11 19:42:00,429.0,430.0,428.0,430.0,37021.14875343
2026-01-11 19:45:00,430.0,430.0,429.0,430.0,19233.71459028
2026-01-11 19:48:00,429.0,430.0,429.0,429.0,38789.14310919
2026-01-11 19:51:00,429.0,430.0,428.0,429.0,55936.39742483
2026-01-11 19:54:00,428.0,430.0,428.0,430.0,42226.91342926
2026-01-11 19:57:00,430.0,430.0,429.0,430.0,27641.29146893
2026-01-11 20:00:00,429.0,432.0,429.0,431.0,64227.38481212
2026-01-11 20:03:00,431.0,432.0,431.0,431.0,14880.63171411
2026-01-11 20:06:00,431.0,432.0,431.0,432.0,27392.75868514
2026-01-11 20:09:00,433.0,434.0,431.0,433.0,46737.06637355
2026-01-11 20:12:00,433.0,434.0,432.0,433.0,29459.37845227
2026-01-11 20:15:00,433.0,433.0,431.0,432.0,39075.68471874
2026-01-11 20:18:00,432.0,433.0,431.0,432.0,22586.10685331
2026-01-11 20:21:00,432.0,432.0,431.0,431.0,4642.77476543
2026-01-11 20:24:00,432.0,432.0,431.0,432.0,11987.86854047
2026-01-11 20:27:00,432.0,432.0,430.0,431.0,30162.47388044
2026-01-11 20:30:00,431.0,432.0,430.0,431.0,59712.34511688
2026-01-11 20:33:00,431.0,432.0,430.0,431.0,28425.27461416
2026-01-11 20:36:00,430.0,433.0,430.0,432.0,22410.24908972
2026-01-11 20:39:00,432.0,432.0,431.0,431.0,15112.64221893
2026-01-11 20:42:00,432.0,432.0,431.0,432.0,12655.42940556
2026-01-11 20:45:00,432.0,432.0,431.0,432.0,13002.14009943
2026-01-11 20:48:00,432.0,432.0,431.0,432.0,4160.55961644
2026-01-11 20:51:00,432.0,433.0,431.0,432.0,21214.21250566
2026-01-11 20:54:00,433.0,433.0,432.0,433.0,41528.74016215
2026-01-11 20:57:00,433.0,435.0,433.0,433.0,57910.58094731
